idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao,anos_experiencia
43,1980-06-05,Minas Gerais,3698.18,Ensino Fundamental,1,Casado,Comércio,13
56,1968-01-15,Minas Gerais,2195.1,Ensino Fundamental,1,Solteiro,Comércio,9
55,1968-05-25,Minas Gerais,13706.83,Ensino Superior,1,Casado,Saúde,34
43,1980-08-04,Mato Grosso,10700.36,Ensino Superior,1,Casado,Saúde,9
19,2005-01-03,Mato Grosso do Sul,5422.24,Ensino Superior,0,Casado,Educação,1
35,1988-05-29,Tocantins,16858.72,Ensino Superior,2,Casado,Tecnologia,15
20,2003-07-04,Acre,7037.4,Ensino Superior,0,Solteiro,Tecnologia,1
51,1972-09-17,Pará,9694.38,Ensino Superior,3,Casado,Educação,4
36,1988-01-16,São Paulo,6353.25,Ensino Médio,0,Divorciado,Saúde,6
36,1987-05-18,Rondônia,3065.29,Ensino Fundamental,2,Solteiro,Saúde,15
72,1951-07-07,Pará,3863.61,Ensino Médio,1,Casado,Indústria,37
55,1968-09-27,Minas Gerais,5667.03,Ensino Médio,1,Casado,Educação,16
45,1979-01-07,Amapá,13608.54,Pós-graduação,0,Casado,Tecnologia,22
20,2003-05-30,Tocantins,3472.96,Ensino Médio,1,Casado,Educação,1
24,1999-07-11,Rio Grande do Norte,5634.03,Ensino Médio,2,Solteiro,Indústria,1
22,2001-05-22,Acre,4350.2,Ensino Médio,0,Solteiro,Educação,3
69,1955-02-13,Rio Grande do Sul,11055.17,Ensino Superior,0,Divorciado,Educação,4
70,1953-08-28,Rio Grande do Norte,3054.06,Ensino Fundamental,0,Casado,Educação,40
30,1993-07-08,Rio Grande do Sul,5451.43,Ensino Médio,0,Casado,Educação,4
72,1951-06-26,Roraima,3486.41,Ensino Médio,3,Solteiro,Tecnologia,13
30,1993-09-11,Amazonas,10904.96,Ensino Superior,2,Solteiro,Saúde,4
22,2001-09-28,São Paulo,11114.81,Ensino Superior,1,Solteiro,Saúde,4
62,1962-02-16,Mato Grosso,11612.08,Ensino Médio,3,Casado,Indústria,39
30,1994-01-28,Rio Grande do Sul,6366.3,Ensino Superior,0,Casado,Indústria,5
40,1984-04-04,Rondônia,4751.71,Ensino Médio,0,Solteiro,Saúde,10
47,1977-04-07,Goiás,7671.3,Ensino Fundamental,1,Casado,Tecnologia,18
21,2002-06-06,Mato Grosso do Sul,6331.43,Ensino Superior,4,Solteiro,Tecnologia,0
27,1996-04-13,Roraima,2735.28,Ensino Fundamental,2,Casado,Comércio,6
66,1957-12-02,Rio Grande do Sul,8877.98,Pós-graduação,1,Casado,Educação,37
36,1988-02-10,Rio de Janeiro,9141.52,Ensino Superior,0,Casado,Saúde,9
39,1985-01-02,Rio Grande do Sul,10217.38,Ensino Médio,1,Solteiro,Tecnologia,10
52,1971-11-08,Sergipe,8167.6,Ensino Médio,0,Divorciado,Educação,14
50,1973-10-25,Rondônia,11026.46,Ensino Médio,3,Casado,Comércio,25
55,1968-06-02,Paraíba,5540.2,Ensino Médio,3,Divorciado,Tecnologia,8
22,2001-08-01,Mato Grosso do Sul,6419.14,Ensino Superior,1,Casado,Tecnologia,1
25,1998-09-04,Pará,8320.68,Ensino Superior,0,Casado,Tecnologia,7
40,1983-12-22,Amazonas,12497.7,Ensino Superior,0,Solteiro,Saúde,16
41,1982-11-19,Paraíba,5263.62,Ensino Superior,1,Casado,Comércio,14
21,2002-05-02,Ceará,11379.13,Pós-graduação,0,Solteiro,Educação,0
48,1975-12-09,Piauí,6249.12,Ensino Superior,1,Solteiro,Saúde,3
53,1971-01-23,Amazonas,7407.52,Ensino Superior,0,Casado,Educação,17
51,1972-10-23,Espírito Santo,8038.56,Ensino Superior,3,Casado,Educação,0
37,1986-10-24,Roraima,6551.83,Ensino Médio,0,Casado,Tecnologia,7
63,1960-09-20,Piauí,11828.01,Ensino Superior,0,Solteiro,Comércio,42
61,1962-08-31,Amapá,3377.47,Ensino Fundamental,1,Solteiro,Comércio,42
62,1961-04-25,Goiás,8499.7,Ensino Superior,1,Solteiro,Indústria,27
44,1979-12-25,Rio Grande do Norte,3830.04,Ensino Fundamental,2,Casado,Educação,1
87,1936-05-27,Sergipe,2568.09,Ensino Fundamental,2,Solteiro,Comércio,50
23,2000-11-14,Pará,7831.09,Ensino Médio,1,Solteiro,Saúde,5
63,1961-01-02,Pernambuco,6481.39,Ensino Médio,3,Solteiro,Saúde,19
34,1990-02-05,Pará,8734.8,Ensino Superior,1,Casado,Indústria,2
47,1976-10-28,Mato Grosso do Sul,6632.38,Ensino Médio,0,Divorciado,Indústria,5
63,1960-04-28,Pernambuco,6524.0,Ensino Médio,0,Casado,Comércio,26
46,1977-05-21,Paraíba,6682.45,Ensino Médio,0,Casado,Tecnologia,8
34,1989-06-14,Amapá,3898.31,Ensino Médio,2,Casado,Indústria,13
22,2002-03-31,Ceará,8375.21,Ensino Médio,0,Casado,Tecnologia,3
25,1998-06-12,Distrito Federal,5545.22,Ensino Médio,0,Casado,Comércio,3
44,1979-05-07,Bahia,5292.75,Ensino Superior,3,Viúvo,Tecnologia,2
46,1977-07-24,Ceará,8557.68,Ensino Superior,0,Casado,Indústria,26
24,1999-12-05,São Paulo,4615.62,Ensino Superior,0,Casado,Comércio,6
79,1944-05-14,Sergipe,2552.01,Ensino Médio,1,Casado,Indústria,28
65,1958-06-26,Maranhão,6261.37,Ensino Fundamental,0,Casado,Indústria,35
35,1988-05-26,Sergipe,2004.55,Ensino Fundamental,1,Casado,Educação,14
52,1972-03-25,Paraíba,8969.4,Ensino Médio,2,Solteiro,Indústria,30
38,1985-10-22,Tocantins,7608.61,Ensino Médio,0,Casado,Saúde,9
49,1975-02-14,Pernambuco,4068.53,Ensino Fundamental,0,Viúvo,Indústria,11
61,1962-05-14,Alagoas,3501.28,Ensino Médio,0,Solteiro,Indústria,7
42,1981-07-01,Maranhão,6450.94,Ensino Médio,1,Casado,Indústria,4
46,1977-04-30,Amazonas,3775.84,Ensino Médio,1,Solteiro,Educação,12
52,1972-01-01,Acre,4179.02,Ensino Médio,2,Solteiro,Saúde,2
56,1967-09-20,Rondônia,10212.16,Ensino Médio,1,Divorciado,Educação,33
63,1960-07-25,Tocantins,8254.38,Ensino Médio,0,Casado,Indústria,0
40,1983-07-02,Ceará,4778.37,Ensino Médio,2,Divorciado,Saúde,16
18,2006-01-17,Distrito Federal,3453.05,Ensino Superior,3,Casado,Educação,0
51,1972-07-30,Minas Gerais,11032.78,Ensino Médio,1,Casado,Tecnologia,19
30,1994-02-23,Rio de Janeiro,6605.2,Ensino Superior,0,Casado,Indústria,0
52,1972-02-17,Ceará,8195.99,Ensino Superior,1,Solteiro,Comércio,7
54,1969-12-09,Amapá,2701.06,Ensino Fundamental,1,Casado,Educação,5
26,1998-02-27,Paraná,3972.44,Ensino Fundamental,0,Solteiro,Educação,8
34,1989-10-13,Santa Catarina,5295.17,Ensino Superior,0,Solteiro,Comércio,16
44,1980-03-08,Paraíba,4856.51,Ensino Médio,0,Casado,Comércio,11
18,2006-01-30,Paraná,2647.03,Ensino Médio,1,Casado,Educação,0
55,1969-03-04,Distrito Federal,13660.38,Ensino Superior,0,Solteiro,Comércio,34
40,1984-02-27,Goiás,7101.72,Ensino Médio,0,Casado,Comércio,5
32,1991-11-16,Mato Grosso,2186.99,Ensino Fundamental,5,Solteiro,Indústria,6
30,1993-08-06,Mato Grosso do Sul,4527.27,Ensino Médio,0,Solteiro,Comércio,8
39,1984-12-09,Mato Grosso,2784.64,Ensino Fundamental,0,Casado,Educação,9
19,2004-05-21,Santa Catarina,1959.16,Ensino Fundamental,0,Solteiro,Saúde,1
38,1985-07-24,Alagoas,4585.75,Ensino Fundamental,0,Solteiro,Educação,19
65,1959-04-03,Rondônia,3869.06,Ensino Fundamental,2,Casado,Indústria,41
37,1986-11-20,Tocantins,6165.72,Ensino Médio,1,Casado,Indústria,6
58,1965-12-20,Roraima,11125.41,Ensino Superior,0,Casado,Comércio,6
37,1987-03-15,Minas Gerais,5361.18,Ensino Superior,0,Casado,Indústria,17
56,1967-10-25,Piauí,7842.2,Ensino Médio,0,Solteiro,Indústria,16
25,1998-11-15,São Paulo,2153.48,Ensino Fundamental,2,Casado,Saúde,3
26,1997-09-24,Minas Gerais,4449.94,Ensino Fundamental,0,Casado,Saúde,4
23,2001-01-10,Rondônia,4687.68,Ensino Médio,3,Casado,Saúde,2
43,1980-12-27,Piauí,3825.09,Ensino Médio,0,Casado,Tecnologia,6
48,1975-07-12,Mato Grosso do Sul,6067.13,Ensino Superior,1,Casado,Saúde,18
23,2000-04-14,Rondônia,2835.33,Ensino Médio,3,Casado,Indústria,3
41,1982-08-05,Paraná,4955.96,Ensino Fundamental,3,Divorciado,Tecnologia,18
23,2000-08-02,Rondônia,6911.46,Ensino Médio,3,Solteiro,Indústria,2
32,1991-12-03,São Paulo,8174.44,Ensino Médio,0,Solteiro,Tecnologia,5
23,2000-04-16,Distrito Federal,3785.07,Ensino Médio,0,Casado,Saúde,1
23,2000-11-05,Maranhão,6034.39,Ensino Médio,0,Casado,Tecnologia,5
40,1983-07-21,Amapá,13487.26,Ensino Superior,0,Solteiro,Indústria,13
36,1987-10-15,Roraima,9096.53,Ensino Superior,0,Solteiro,Educação,11
24,1999-09-12,Alagoas,5787.4,Pós-graduação,1,Casado,Comércio,6
34,1989-11-12,Goiás,6020.26,Ensino Médio,0,Solteiro,Indústria,3
40,1983-07-22,Goiás,18872.88,Ensino Superior,1,Solteiro,Tecnologia,21
37,1987-03-20,Bahia,6014.23,Ensino Médio,1,Casado,Comércio,16
28,1995-05-26,Paraíba,12190.33,Ensino Superior,3,Casado,Saúde,9
40,1983-04-14,Rio Grande do Sul,6967.22,Ensino Fundamental,0,Solteiro,Tecnologia,14
35,1988-04-19,Mato Grosso do Sul,9067.89,Ensino Médio,5,Solteiro,Saúde,14
30,1993-06-04,Amazonas,7065.95,Ensino Médio,0,Viúvo,Saúde,9
26,1997-08-14,Acre,4300.98,Ensino Médio,1,Casado,Comércio,1
58,1966-01-11,Amazonas,10045.08,Ensino Médio,2,Solteiro,Educação,33
52,1971-04-21,Minas Gerais,3733.09,Ensino Fundamental,1,Solteiro,Educação,2
32,1992-03-08,Goiás,5784.62,Ensino Fundamental,0,Divorciado,Tecnologia,10
47,1976-04-25,Espírito Santo,6332.57,Ensino Médio,1,Solteiro,Educação,2
22,2001-12-09,Pará,4984.73,Ensino Médio,0,Casado,Indústria,3
37,1987-01-18,Tocantins,3298.97,Ensino Médio,3,Casado,Educação,11
20,2003-11-04,Santa Catarina,4244.42,Ensino Médio,0,Solteiro,Educação,0
25,1998-06-23,Paraíba,6525.29,Ensino Médio,1,Solteiro,Indústria,3
40,1983-05-11,Rio de Janeiro,6370.69,Ensino Médio,0,Casado,Indústria,7
22,2001-05-17,Maranhão,5355.76,Ensino Superior,3,Casado,Indústria,0
48,1975-07-30,Acre,6542.49,Ensino Superior,3,Solteiro,Comércio,14
48,1976-03-10,Paraná,8549.53,Ensino Médio,2,Solteiro,Tecnologia,21
25,1998-05-07,Rio de Janeiro,4372.05,Ensino Médio,3,Casado,Comércio,2
49,1975-01-21,Amazonas,5722.59,Ensino Fundamental,0,Casado,Tecnologia,14
47,1976-04-28,Espírito Santo,6197.98,Ensino Médio,1,Casado,Indústria,24
46,1977-10-09,Bahia,11080.5,Ensino Médio,0,Casado,Indústria,27
32,1991-10-21,Rio Grande do Norte,5861.18,Ensino Médio,1,Casado,Indústria,9
19,2004-04-30,Roraima,5862.29,Ensino Médio,2,Solteiro,Indústria,0
39,1984-10-03,Paraná,5980.68,Ensino Médio,1,Casado,Educação,15
26,1998-03-26,Rondônia,4134.09,Ensino Médio,0,Solteiro,Educação,3
23,2000-05-12,Mato Grosso do Sul,3938.24,Ensino Médio,0,Casado,Tecnologia,5
64,1959-09-12,Pará,3748.43,Ensino Fundamental,1,Casado,Indústria,22
32,1991-12-18,Bahia,5243.65,Ensino Médio,1,Solteiro,Saúde,4
33,1990-12-25,Acre,8360.48,Ensino Médio,1,Casado,Tecnologia,1
34,1989-07-26,Distrito Federal,8265.85,Ensino Superior,1,Casado,Educação,6
39,1985-04-05,Goiás,3190.96,Ensino Médio,1,Casado,Comércio,14
35,1988-08-26,Ceará,9319.67,Ensino Superior,0,Casado,Tecnologia,1
49,1974-08-02,Goiás,6246.81,Ensino Médio,0,Casado,Saúde,8
59,1964-07-20,Roraima,10939.99,Ensino Médio,1,Casado,Indústria,35
38,1985-12-29,Rondônia,16015.61,Ensino Superior,0,Casado,Tecnologia,11
32,1991-12-09,Paraíba,6400.77,Ensino Médio,1,Casado,Educação,9
23,2000-05-01,Roraima,3824.64,Ensino Médio,0,Casado,Educação,3
54,1969-11-17,Rio Grande do Norte,5573.16,Ensino Médio,0,Casado,Comércio,13
56,1967-06-13,Amapá,4974.1,Ensino Médio,1,Solteiro,Comércio,20
36,1987-05-10,Minas Gerais,4909.41,Ensino Médio,2,Solteiro,Educação,9
56,1967-04-19,Distrito Federal,7696.63,Ensino Médio,0,Casado,Tecnologia,36
28,1995-04-14,Tocantins,6715.22,Ensino Médio,0,Casado,Comércio,10
32,1991-08-15,Sergipe,8593.23,Ensino Médio,3,Solteiro,Tecnologia,2
52,1971-12-03,Roraima,11632.01,Ensino Superior,1,Solteiro,Educação,23
35,1988-12-07,Pará,7614.68,Ensino Médio,0,Casado,Comércio,16
60,1963-05-17,Piauí,4570.22,Ensino Médio,0,Casado,Saúde,11
56,1967-04-19,Sergipe,2546.86,Ensino Fundamental,1,Solteiro,Indústria,16
37,1987-03-04,Ceará,5826.1,Ensino Médio,0,Solteiro,Tecnologia,16
60,1963-04-25,Paraná,4795.68,Ensino Médio,1,Casado,Educação,10
30,1993-12-30,Minas Gerais,4953.52,Ensino Médio,2,Casado,Comércio,5
24,1999-05-08,Espírito Santo,5154.34,Ensino Médio,1,Solteiro,Indústria,4
22,2001-10-16,Paraíba,2087.46,Ensino Médio,0,Casado,Educação,0
21,2002-11-15,Rio Grande do Sul,4849.24,Ensino Fundamental,0,Solteiro,Tecnologia,1
18,2005-06-23,Pernambuco,3532.24,Ensino Superior,5,Casado,Indústria,0
30,1993-10-02,Espírito Santo,2823.53,Ensino Médio,2,Casado,Comércio,3
61,1962-10-26,Mato Grosso,7231.48,Ensino Médio,2,Casado,Saúde,39
56,1968-01-07,Minas Gerais,6921.13,Ensino Médio,0,Casado,Educação,23
33,1991-01-28,Maranhão,9526.02,Ensino Superior,1,Casado,Comércio,14
38,1986-03-22,Roraima,3559.07,Ensino Médio,3,Solteiro,Tecnologia,3
52,1971-11-20,Tocantins,4197.66,Ensino Médio,3,Casado,Comércio,0
57,1966-11-04,Paraná,8657.68,Ensino Superior,0,Casado,Indústria,30
25,1999-03-07,Bahia,6656.02,Ensino Médio,1,Casado,Tecnologia,6
46,1977-04-21,Acre,7521.22,Ensino Médio,0,Solteiro,Comércio,14
19,2005-02-23,Mato Grosso do Sul,3693.42,Ensino Superior,1,Casado,Saúde,0
35,1988-11-04,Acre,9566.03,Ensino Médio,0,Solteiro,Tecnologia,8
27,1996-07-22,Pernambuco,8271.78,Ensino Superior,0,Solteiro,Tecnologia,1
53,1970-10-02,Acre,9248.17,Ensino Médio,0,Casado,Tecnologia,13
36,1987-07-11,Amazonas,11478.87,Ensino Médio,1,Solteiro,Tecnologia,18
62,1961-08-18,Distrito Federal,4924.9,Ensino Fundamental,2,Casado,Saúde,11
21,2002-04-16,Amapá,5711.29,Ensino Superior,1,Solteiro,Saúde,2
21,2002-11-18,Espírito Santo,3303.59,Ensino Médio,1,Casado,Educação,3
74,1949-11-27,Rio Grande do Sul,6885.83,Pós-graduação,1,Casado,Tecnologia,33
55,1969-02-09,Piauí,13576.67,Ensino Superior,0,Viúvo,Indústria,19
47,1976-05-27,São Paulo,7949.45,Ensino Médio,1,Casado,Indústria,7
61,1962-12-24,Sergipe,12571.73,Ensino Médio,0,Casado,Saúde,37
50,1973-12-10,Roraima,6756.53,Ensino Médio,0,Casado,Saúde,24
33,1990-09-03,Rondônia,12957.48,Ensino Superior,1,Solteiro,Saúde,11
59,1965-01-22,São Paulo,6595.72,Ensino Fundamental,0,Casado,Tecnologia,23
69,1954-06-07,Roraima,2503.75,Ensino Médio,2,Casado,Educação,31
46,1977-05-10,Pernambuco,5627.28,Ensino Fundamental,0,Solteiro,Indústria,9
28,1995-08-23,Maranhão,9396.85,Pós-graduação,0,Divorciado,Saúde,9
89,1934-09-02,Bahia,6200.77,Ensino Médio,1,Casado,Indústria,26
25,1998-11-21,Mato Grosso,3366.49,Ensino Médio,0,Viúvo,Comércio,2
36,1988-02-07,Amapá,6673.23,Ensino Médio,0,Solteiro,Comércio,3
43,1981-02-14,Mato Grosso,6585.17,Ensino Médio,1,Casado,Saúde,0
18,2006-01-04,Sergipe,8851.04,Ensino Superior,0,Casado,Tecnologia,0
68,1955-05-09,Distrito Federal,5204.98,Ensino Médio,1,Solteiro,Indústria,39
45,1978-12-14,Acre,6890.06,Ensino Médio,2,Solteiro,Indústria,3
20,2003-11-01,Tocantins,4869.17,Ensino Médio,0,Casado,Comércio,0
40,1983-08-31,Rio de Janeiro,6235.85,Ensino Superior,1,Solteiro,Educação,2
60,1963-10-27,Pará,10278.78,Ensino Médio,0,Divorciado,Comércio,37
48,1976-03-09,Bahia,2771.7,Ensino Fundamental,0,Casado,Educação,21
64,1959-04-23,Rio Grande do Sul,16016.75,Ensino Médio,2,Solteiro,Tecnologia,41
38,1985-05-19,Rio Grande do Sul,4346.04,Ensino Médio,4,Casado,Tecnologia,0
26,1998-04-05,Roraima,5099.41,Ensino Fundamental,3,Solteiro,Tecnologia,2
60,1963-05-05,Alagoas,10242.71,Ensino Médio,1,Casado,Saúde,8
26,1998-01-15,Ceará,6720.93,Ensino Médio,2,Casado,Saúde,4
26,1998-02-25,Ceará,11241.6,Ensino Superior,0,Casado,Tecnologia,2
37,1986-06-29,Paraíba,6829.66,Ensino Médio,1,Casado,Saúde,11
44,1980-01-04,Tocantins,3098.91,Ensino Fundamental,1,Casado,Comércio,14
24,1999-06-03,Paraná,5488.64,Ensino Superior,2,Solteiro,Educação,3
53,1971-03-26,Santa Catarina,6799.55,Ensino Médio,4,Casado,Educação,21
28,1995-09-26,Mato Grosso do Sul,4608.96,Ensino Médio,1,Solteiro,Saúde,7
30,1993-07-25,Tocantins,2559.58,Ensino Fundamental,1,Solteiro,Comércio,10
44,1979-06-21,Goiás,4712.79,Ensino Médio,3,Solteiro,Saúde,15
22,2001-08-09,Minas Gerais,4271.8,Ensino Fundamental,2,Casado,Saúde,4
65,1958-12-06,Minas Gerais,8385.42,Ensino Superior,2,Casado,Comércio,15
42,1981-07-11,Minas Gerais,6057.53,Ensino Superior,0,Solteiro,Comércio,19
60,1963-09-23,Amapá,6909.92,Ensino Médio,0,Casado,Indústria,4
70,1953-11-29,Espírito Santo,7860.58,Ensino Médio,1,Casado,Tecnologia,43
27,1996-06-10,Ceará,8833.09,Ensino Superior,2,Casado,Comércio,1
50,1973-11-06,Mato Grosso,9909.98,Ensino Superior,0,Viúvo,Educação,0
23,2000-08-15,Acre,3776.8,Ensino Fundamental,1,Casado,Tecnologia,5
38,1985-09-09,Paraná,8850.24,Ensino Médio,1,Casado,Saúde,13
83,1941-01-10,Alagoas,3870.64,Ensino Fundamental,4,Casado,Tecnologia,61
35,1988-08-23,Pernambuco,4225.92,Ensino Superior,4,Casado,Indústria,0
36,1987-05-15,Roraima,5307.86,Ensino Médio,0,Casado,Tecnologia,3
55,1968-06-17,Piauí,10727.99,Ensino Médio,1,Casado,Comércio,28
60,1963-07-30,Paraná,11578.31,Ensino Superior,2,Casado,Educação,29
45,1978-10-17,Tocantins,3693.72,Ensino Médio,0,Solteiro,Educação,2
65,1958-05-03,Mato Grosso,8497.01,Ensino Médio,1,Solteiro,Tecnologia,39
23,2000-10-23,São Paulo,2678.25,Ensino Médio,0,Divorciado,Educação,5
34,1989-08-16,Roraima,7612.61,Ensino Superior,0,Solteiro,Tecnologia,11
46,1977-09-21,Alagoas,5462.01,Ensino Médio,2,Viúvo,Educação,18
23,2001-04-02,Piauí,6197.45,Ensino Superior,0,Solteiro,Indústria,0
49,1974-10-18,Distrito Federal,8339.25,Ensino Médio,1,Casado,Tecnologia,26
63,1961-03-17,São Paulo,6257.69,Ensino Fundamental,0,Viúvo,Educação,44
39,1984-06-25,Ceará,11850.88,Ensino Superior,0,Solteiro,Tecnologia,7
22,2001-11-06,Pernambuco,3965.52,Ensino Médio,2,Casado,Saúde,1
19,2004-08-23,São Paulo,4686.86,Ensino Médio,1,Casado,Saúde,0
38,1985-08-19,São Paulo,9347.28,Ensino Médio,0,Casado,Saúde,19
49,1975-02-14,Mato Grosso do Sul,10884.08,Ensino Superior,1,Solteiro,Educação,29
63,1960-04-24,Piauí,6002.19,Ensino Fundamental,1,Solteiro,Comércio,14
19,2005-03-20,Minas Gerais,3099.03,Ensino Fundamental,2,Casado,Educação,1
48,1976-02-02,Mato Grosso do Sul,2826.14,Ensino Fundamental,0,Casado,Tecnologia,6
53,1970-05-20,Paraná,11911.1,Ensino Médio,3,Casado,Saúde,22
65,1958-09-17,Goiás,4465.56,Ensino Médio,2,Casado,Comércio,1
43,1980-11-17,Santa Catarina,6180.14,Ensino Médio,3,Solteiro,Indústria,21
21,2002-09-04,Paraíba,7695.65,Ensino Médio,0,Casado,Tecnologia,0
86,1937-04-17,Alagoas,3598.38,Ensino Médio,0,Solteiro,Indústria,25
33,1991-03-10,Amazonas,8561.53,Ensino Médio,1,Casado,Saúde,11
64,1959-10-31,Santa Catarina,4467.54,Ensino Médio,0,Casado,Indústria,14
62,1961-09-02,Alagoas,7309.0,Ensino Médio,0,Divorciado,Saúde,6
27,1997-01-16,Rio Grande do Norte,2589.84,Ensino Médio,0,Casado,Educação,2
25,1999-01-04,Rondônia,7218.88,Ensino Superior,3,Solteiro,Educação,7
43,1980-09-22,Amazonas,4608.63,Ensino Médio,0,Casado,Indústria,10
21,2002-05-05,Roraima,5533.28,Ensino Médio,0,Casado,Educação,3
37,1986-11-06,Ceará,4199.39,Ensino Superior,1,Divorciado,Indústria,1
20,2004-04-09,Alagoas,4158.84,Ensino Fundamental,2,Casado,Tecnologia,2
49,1974-05-12,Paraná,6089.44,Ensino Médio,2,Casado,Educação,5
44,1980-04-07,Espírito Santo,4337.39,Ensino Médio,0,Solteiro,Comércio,9
26,1997-08-01,Santa Catarina,3703.9,Ensino Fundamental,2,Casado,Educação,6
24,1999-09-28,Mato Grosso do Sul,9373.0,Ensino Superior,1,Casado,Saúde,0
18,2005-12-28,São Paulo,4796.95,Ensino Médio,1,Casado,Saúde,0
38,1986-03-09,Bahia,7541.04,Ensino Superior,2,Casado,Indústria,7
31,1992-09-07,Bahia,3551.78,Ensino Médio,0,Solteiro,Indústria,9
25,1998-07-04,Minas Gerais,3717.44,Ensino Médio,2,Solteiro,Indústria,1
76,1947-08-19,Rio Grande do Norte,2544.21,Ensino Médio,3,Casado,Saúde,11
26,1997-10-07,Alagoas,3738.98,Ensino Fundamental,1,Casado,Saúde,3
32,1991-06-22,São Paulo,6280.96,Ensino Médio,0,Divorciado,Tecnologia,0
27,1997-03-25,Paraíba,2418.41,Ensino Médio,2,Casado,Comércio,3
22,2002-03-24,Rondônia,2330.93,Ensino Fundamental,0,Solteiro,Tecnologia,4
23,2000-07-22,Sergipe,4959.32,Ensino Médio,3,Solteiro,Comércio,5
47,1977-04-02,Pará,3541.18,Ensino Fundamental,1,Casado,Indústria,0
48,1975-06-23,Sergipe,6471.31,Ensino Fundamental,0,Solteiro,Saúde,22
28,1995-10-14,Distrito Federal,8128.38,Ensino Superior,0,Solteiro,Comércio,6
41,1983-01-21,Mato Grosso,3366.45,Ensino Médio,0,Casado,Educação,2
18,2006-01-24,Rio de Janeiro,1357.96,Ensino Fundamental,0,Divorciado,Educação,0
59,1964-12-30,Rio Grande do Sul,5459.93,Ensino Médio,2,Casado,Tecnologia,6
35,1988-08-24,Alagoas,6321.05,Ensino Médio,0,Solteiro,Comércio,1
46,1978-01-29,Amazonas,6183.6,Ensino Superior,1,Viúvo,Educação,0
29,1994-11-04,São Paulo,2342.05,Ensino Fundamental,3,Casado,Educação,9
61,1962-08-04,Pernambuco,5135.32,Ensino Fundamental,2,Solteiro,Indústria,39
23,2000-08-05,Paraná,8860.17,Ensino Superior,0,Solteiro,Educação,3
22,2001-10-01,Amazonas,8245.82,Ensino Superior,1,Casado,Saúde,3
19,2004-12-01,Minas Gerais,3032.1,Ensino Médio,1,Casado,Comércio,1
19,2004-06-02,Mato Grosso,5306.91,Pós-graduação,0,Casado,Educação,1
26,1997-04-30,Rio Grande do Sul,8588.84,Ensino Superior,2,Solteiro,Comércio,5
25,1998-11-25,Piauí,4176.02,Ensino Médio,4,Solteiro,Comércio,6
41,1982-12-16,Minas Gerais,4827.56,Ensino Fundamental,1,Casado,Tecnologia,20
36,1988-01-31,Piauí,3786.67,Ensino Médio,2,Casado,Comércio,2
26,1997-06-15,Santa Catarina,4939.95,Ensino Médio,1,Casado,Comércio,8
43,1980-07-30,Amapá,8778.23,Ensino Superior,1,Casado,Educação,17
56,1968-03-12,Distrito Federal,3999.89,Ensino Fundamental,2,Casado,Comércio,30
44,1979-06-09,Piauí,5649.86,Ensino Médio,1,Casado,Educação,4
67,1956-11-24,Bahia,10403.75,Ensino Superior,0,Casado,Tecnologia,0
25,1999-01-09,Alagoas,4459.51,Ensino Médio,0,Casado,Indústria,3
43,1980-11-17,Maranhão,6441.12,Ensino Médio,0,Solteiro,Comércio,9
59,1965-03-21,Minas Gerais,9585.99,Ensino Médio,3,Solteiro,Educação,29
34,1990-02-26,Distrito Federal,6288.17,Ensino Médio,3,Solteiro,Tecnologia,9
30,1993-08-15,São Paulo,15749.09,Ensino Superior,1,Divorciado,Tecnologia,12
29,1994-08-03,São Paulo,4837.8,Ensino Médio,0,Casado,Comércio,11
50,1973-11-13,Minas Gerais,10836.94,Ensino Médio,0,Solteiro,Educação,29
45,1979-03-24,Maranhão,4565.03,Ensino Médio,3,Casado,Indústria,3
64,1959-07-22,Ceará,4009.57,Ensino Fundamental,1,Solteiro,Indústria,5
25,1998-07-09,Alagoas,3837.73,Ensino Fundamental,0,Casado,Indústria,0
40,1983-11-15,Acre,7450.04,Ensino Superior,0,Casado,Educação,13
28,1995-06-06,Rio de Janeiro,2317.17,Ensino Fundamental,1,Casado,Comércio,3
67,1956-08-08,Paraíba,4748.59,Ensino Médio,2,Casado,Comércio,38
21,2002-09-25,Sergipe,6307.82,Ensino Médio,1,Casado,Saúde,0
29,1995-03-05,Santa Catarina,3089.57,Ensino Médio,2,Solteiro,Indústria,5
20,2004-02-02,Paraíba,2870.0,Ensino Médio,0,Solteiro,Indústria,1
32,1991-05-07,Alagoas,10292.43,Ensino Superior,2,Solteiro,Tecnologia,12
54,1969-06-09,Alagoas,13179.46,Ensino Médio,1,Casado,Indústria,32
38,1985-12-11,Sergipe,16997.73,Pós-graduação,0,Solteiro,Saúde,11
36,1987-09-07,Mato Grosso do Sul,2649.1,Ensino Fundamental,0,Casado,Educação,13
45,1978-05-15,Alagoas,11202.1,Ensino Superior,1,Divorciado,Saúde,18
29,1994-09-02,Santa Catarina,6022.64,Ensino Médio,0,Casado,Saúde,11
60,1963-08-20,Maranhão,5691.03,Ensino Médio,1,Casado,Saúde,1
33,1991-03-24,Goiás,6656.42,Ensino Médio,0,Divorciado,Educação,15
20,2003-10-15,Alagoas,3726.55,Ensino Médio,1,Solteiro,Tecnologia,1
24,2000-02-12,Amazonas,4645.69,Ensino Médio,4,Casado,Indústria,5
58,1965-10-17,Alagoas,5729.9,Ensino Médio,1,Casado,Saúde,6
